ATtiny,attiny84a
ATtiny,attiny85
ATtiny,attiny861
ATtiny,attiny861a
ATtiny,attiny87
ATtiny,attiny88
ATtiny,attiny9
ATxmega,atxmega128a1
ATxmega,atxmega128a1u
ATxmega,atxmega128a3
ATxmega,atxmega128a3u
ATxmega,atxmega128a4u
ATxmega,atxmega128b1
ATxmega,atxmega128b3
ATxmega,atxmega128c3
ATxmega,atxmega128d3
ATxmega,atxmega128d4
ATxmega,atxmega16a4
ATxmega,atxmega16a4u
ATxmega,atxmega16c4
ATxmega,atxmega16d4
ATxmega,atxmega16e5
ATxmega,atxmega192a3
ATxmega,atxmega192a3u
ATxmega,atxmega192c3
ATxmega,atxmega192d3
ATxmega,atxmega256a3
ATxmega,atxmega256a3b
ATxmega,atxmega256a3bu
ATxmega,atxmega256a3u
ATxmega,atxmega256c3
ATxmega,atxmega256d3
ATxmega,atxmega32a4
ATxmega,atxmega32a4u
ATxmega,atxmega32c3
ATxmega,atxmega32c4
ATxmega,atxmega32d3
ATxmega,atxmega32d4
ATxmega,atxmega32e5
ATxmega,atxmega384c3
ATxmega,atxmega384d3
ATxmega,atxmega64a1
ATxmega,atxmega64a1u
ATxmega,atxmega64a3
ATxmega,atxmega64a3u
ATxmega,atxmega64a4u
ATxmega,atxmega64b1
ATxmega,atxmega64b3
ATxmega,atxmega64c3
ATxmega,atxmega64d3
ATxmega,atxmega64d4
ATxmega,atxmega8e5
other,at43usb320
other,at43usb355
other,at76c711
other,at86rf401
other,at94k
other,avr1
other,avr2
other,avr25
other,avr3
other,avr31
other,avr35
other,avr4
other,avr5
other,avr51
other,avr6
other,avrtiny
other,avrxmega2
other,avrxmega3
other,avrxmega4
other,avrxmega5
other,avrxmega6
other,avrxmega7
other,m3000
